Frame,Hand,Landmark,X,Y,Z
51,Left,19,0.07394108176231384,0.5602201819419861,-0.05786890536546707
51,Left,20,0.05190059542655945,0.5102894306182861,-0.0650252178311348
52,Left,0,0.2179298996925354,0.954522967338562,5.004789045415237e-07
52,Left,1,0.291129469871521,0.8845553994178772,-0.02426593191921711
52,Left,2,0.339214563369751,0.7669633030891418,-0.02711743675172329
52,Left,3,0.36258941888809204,0.6765296459197998,-0.02953023463487625
52,Left,4,0.3742413818836212,0.6087417602539062,-0.03073716163635254
52,Left,5,0.27044838666915894,0.6374468207359314,-0.0006463955505751073
52,Left,6,0.294261634349823,0.5302286148071289,-0.01658441685140133
52,Left,7,0.31099173426628113,0.4629466235637665,-0.033796411007642746
52,Left,8,0.3239242434501648,0.4058789908885956,-0.04646547511219978
52,Left,9,0.2197965383529663,0.6279522180557251,-0.003635045373812318
52,Left,10,0.219091534614563,0.5041029453277588,-0.014713656157255173
52,Left,11,0.2201196253299713,0.42515021562576294,-0.029279373586177826
52,Left,12,0.21909011900424957,0.35831019282341003,-0.04061227664351463
52,Left,13,0.17384102940559387,0.6436275243759155,-0.012135088443756104
52,Left,14,0.16551214456558228,0.5266839861869812,-0.02619674801826477
52,Left,15,0.16108494997024536,0.4524725675582886,-0.04198334366083145
52,Left,16,0.15693533420562744,0.3881914019584656,-0.0537513829767704
52,Left,17,0.13126328587532043,0.6828111410140991,-0.023832235485315323
52,Left,18,0.10323084890842438,0.6053561568260193,-0.040725227445364
52,Left,19,0.08181250095367432,0.5547986030578613,-0.050331078469753265
52,Left,20,0.06153276562690735,0.5060271620750427,-0.056397560983896255
53,Left,0,0.21601301431655884,0.9544275999069214,4.7269773517655267e-07
53,Left,1,0.28898483514785767,0.8843467831611633,-0.023849694058299065
53,Left,2,0.3381001949310303,0.7661991119384766,-0.026841646060347557
53,Left,3,0.36221396923065186,0.6757935881614685,-0.02961352840065956
53,Left,4,0.3752489984035492,0.6064857244491577,-0.031127452850341797
53,Left,5,0.27121222019195557,0.6354878544807434,0.0009086527279578149
53,Left,6,0.2927858829498291,0.5263074636459351,-0.015153477899730206
53,Left,7,0.30852019786834717,0.4598488211631775,-0.03264437988400459
53,Left,8,0.32125237584114075,0.4034687578678131,-0.04564409330487251
53,Left,9,0.22117659449577332,0.626627504825592,-0.002520275069400668
53,Left,10,0.2194279581308365,0.5035253763198853,-0.014222424477338791
53,Left,11,0.21917834877967834,0.4255390763282776,-0.02982848696410656
53,Left,12,0.21733856201171875,0.35991808772087097,-0.04190105199813843
53,Left,13,0.1758248507976532,0.6430632472038269,-0.011466562747955322
53,Left,14,0.1676633656024933,0.5263397097587585,-0.025724854320287704
53,Left,15,0.1636606603860855,0.4525131285190582,-0.04125232249498367
53,Left,16,0.16010682284832,0.3877906799316406,-0.05292892828583717
53,Left,17,0.1334211230278015,0.6826674938201904,-0.023626865819096565
53,Left,18,0.10956015437841415,0.6042054891586304,-0.040241941809654236
53,Left,19,0.0912320464849472,0.5521296858787537,-0.049396734684705734
53,Left,20,0.07395145297050476,0.5010362267494202,-0.05520979315042496
54,Left,0,0.21575698256492615,0.9517948627471924,4.6046181978454115e-07
54,Left,1,0.28955426812171936,0.8808406591415405,-0.021518152207136154
54,Left,2,0.3383086919784546,0.764846682548523,-0.023860648274421692
54,Left,3,0.36286163330078125,0.6761701703071594,-0.026357116177678108
54,Left,4,0.3757108449935913,0.6077179908752441,-0.027745498344302177
54,Left,5,0.27055609226226807,0.6339582204818726,0.0030286668334156275
54,Left,6,0.29178276658058167,0.5254706740379333,-0.011664687655866146
54,Left,7,0.3057541251182556,0.4599975347518921,-0.028175922110676765
54,Left,8,0.31612342596054077,0.4049084484577179,-0.04051278159022331
54,Left,9,0.22084155678749084,0.6252728700637817,-0.0012528426013886929
54,Left,10,0.220704585313797,0.5019229650497437,-0.012119091115891933
54,Left,11,0.2204897403717041,0.42454051971435547,-0.027249278500676155
54,Left,12,0.2178129255771637,0.36041751503944397,-0.03890872746706009
54,Left,13,0.17575837671756744,0.6415938138961792,-0.010749932378530502
54,Left,14,0.1687318980693817,0.524623692035675,-0.02389988861978054
54,Left,15,0.16574004292488098,0.4503985643386841,-0.03869673237204552
54,Left,16,0.1627136617898941,0.3861880898475647,-0.04990740492939949
54,Left,17,0.13373690843582153,0.6806017160415649,-0.023204052820801735
54,Left,18,0.11255284398794174,0.6003612875938416,-0.0383971743285656
54,Left,19,0.09680697321891785,0.5455700159072876,-0.04660740867257118
54,Left,20,0.08235359191894531,0.4928278923034668,-0.05184737965464592
55,Left,0,0.21497245132923126,0.9510875344276428,4.620437152880186e-07
55,Left,1,0.28903084993362427,0.8802133798599243,-0.02033139020204544
55,Left,2,0.33871254324913025,0.764336884021759,-0.022286836057901382
55,Left,3,0.3642627000808716,0.6768021583557129,-0.02479868195950985
55,Left,4,0.3788004517555237,0.6085137128829956,-0.026149511337280273
55,Left,5,0.2705821990966797,0.6325073838233948,0.0062792557291686535
55,Left,6,0.2919851243495941,0.524120569229126,-0.007813302800059319
55,Left,7,0.30633848905563354,0.4598182141780853,-0.0242777019739151
55,Left,8,0.31728440523147583,0.40578633546829224,-0.03658752888441086
55,Left,9,0.22162240743637085,0.6236984133720398,0.0016076146857813
55,Left,10,0.2226049304008484,0.5011669993400574,-0.008863020688295364
55,Left,11,0.22276407480239868,0.4244118928909302,-0.024097135290503502
55,Left,12,0.2205202579498291,0.3609505891799927,-0.03580420836806297
55,Left,13,0.17708773910999298,0.6393299102783203,-0.008357156068086624
55,Left,14,0.17197152972221375,0.5211319327354431,-0.021221663802862167
55,Left,15,0.16906794905662537,0.44754546880722046,-0.03539436683058739
55,Left,16,0.16591987013816833,0.3837353587150574,-0.04607578366994858
55,Left,17,0.13506916165351868,0.6769689917564392,-0.0212271548807621
55,Left,18,0.11907608062028885,0.5933728218078613,-0.03565455973148346
55,Left,19,0.10686376690864563,0.5380168557167053,-0.04289747402071953
55,Left,20,0.09556852281093597,0.4849551022052765,-0.047469574958086014
56,Left,0,0.2117462158203125,0.9517521858215332,5.080549954072922e-07
56,Left,1,0.28721362352371216,0.8841265439987183,-0.018868641927838326
56,Left,2,0.3397909998893738,0.7717527151107788,-0.0218721441924572
56,Left,3,0.37040847539901733,0.6908592581748962,-0.025774557143449783
56,Left,4,0.3930022120475769,0.6297688484191895,-0.028823141008615494
56,Left,5,0.2736577093601227,0.6347693800926208,0.005382652394473553
56,Left,6,0.30006101727485657,0.5289730429649353,-0.010486912913620472
56,Left,7,0.31953108310699463,0.46596017479896545,-0.028549017384648323
56,Left,8,0.33522748947143555,0.4131135940551758,-0.041735779494047165
56,Left,9,0.22498804330825806,0.6242104172706604,-0.0008942376007325947
56,Left,10,0.2289068102836609,0.4972623586654663,-0.01251882966607809
56,Left,11,0.23306086659431458,0.4187973737716675,-0.02820642665028572
56,Left,12,0.23492632806301117,0.3544338643550873,-0.039887141436338425
56,Left,13,0.18094928562641144,0.6392481923103333,-0.012264762073755264
56,Left,14,0.18060137331485748,0.5184339284896851,-0.02605561725795269
56,Left,15,0.18345412611961365,0.44225502014160156,-0.040037352591753006
56,Left,16,0.18546433746814728,0.37593406438827515,-0.050368454307317734
56,Left,17,0.13910788297653198,0.6774939298629761,-0.02632506564259529
56,Left,18,0.12872427701950073,0.5922277569770813,-0.04081614315509796
56,Left,19,0.12120214849710464,0.535781741142273,-0.04680744931101799
56,Left,20,0.11440560221672058,0.48063409328460693,-0.05047764629125595
57,Left,0,0.20868812501430511,0.950498104095459,4.776691184815718e-07
57,Left,1,0.2848659157752991,0.8834868669509888,-0.017491895705461502
57,Left,2,0.3381314277648926,0.7727306485176086,-0.01956287771463394
57,Left,3,0.36848270893096924,0.6926277875900269,-0.02277367003262043
57,Left,4,0.3939966559410095,0.6354944705963135,-0.025217905640602112
57,Left,5,0.27545273303985596,0.6345783472061157,0.0070478469133377075
57,Left,6,0.3048385679721832,0.5302123427391052,-0.0073885307647287846
57,Left,7,0.3238440155982971,0.4668838381767273,-0.02431548945605755
57,Left,8,0.3377806842327118,0.41420426964759827,-0.036990031599998474
57,Left,9,0.22619077563285828,0.6227520108222961,0.0004233820072840899
57,Left,10,0.23294049501419067,0.498119980096817,-0.010401449166238308
57,Left,11,0.2365247756242752,0.42177149653434753,-0.02520016022026539
57,Left,12,0.23636281490325928,0.3589910864830017,-0.03641766682267189
57,Left,13,0.18114730715751648,0.6359930038452148,-0.011086149141192436
57,Left,14,0.18390019237995148,0.5151086449623108,-0.024168267846107483
57,Left,15,0.18710866570472717,0.44130659103393555,-0.037144627422094345
57,Left,16,0.18846286833286285,0.37685176730155945,-0.04689660668373108
57,Left,17,0.13774514198303223,0.6725000739097595,-0.025189319625496864
57,Left,18,0.1275824010372162,0.5876146554946899,-0.03875710442662239
57,Left,19,0.120842844247818,0.5325545072555542,-0.043872810900211334
57,Left,20,0.11457763612270355,0.4801037013530731,-0.046992864459753036
58,Left,0,0.20728199183940887,0.9482360482215881,4.924288532492938e-07
58,Left,1,0.28349873423576355,0.8814986348152161,-0.017520081251859665
58,Left,2,0.34010404348373413,0.7692960500717163,-0.019586680456995964
58,Left,3,0.3743461072444916,0.6893800497055054,-0.022737208753824234
58,Left,4,0.40279442071914673,0.6350796818733215,-0.025223225355148315
58,Left,5,0.27525731921195984,0.6343424916267395,0.0063150804489851
58,Left,6,0.3068079352378845,0.5316176414489746,-0.00814626831561327
58,Left,7,0.3270420432090759,0.4681582450866699,-0.02503197081387043
58,Left,8,0.3422878384590149,0.41580113768577576,-0.037717800587415695
58,Left,9,0.22578218579292297,0.621887743473053,-0.000329025206156075
58,Left,10,0.23288552463054657,0.4973849058151245,-0.011428216472268105
58,Left,11,0.23695068061351776,0.42107582092285156,-0.026589831337332726
58,Left,12,0.23755264282226562,0.35802242159843445,-0.03797951340675354
58,Left,13,0.18075548112392426,0.6343254446983337,-0.011734824627637863
58,Left,14,0.18319790065288544,0.5141061544418335,-0.024843312799930573
58,Left,15,0.1868695616722107,0.4398714601993561,-0.03828701004385948
58,Left,16,0.18916746973991394,0.37526699900627136,-0.04838095232844353
58,Left,17,0.13721513748168945,0.6699060797691345,-0.025724628940224648
58,Left,18,0.1261461079120636,0.5852193236351013,-0.03918337821960449
58,Left,19,0.1190338134765625,0.5300806760787964,-0.04457811638712883
58,Left,20,0.11284053325653076,0.4774037301540375,-0.04793311282992363
59,Left,0,0.2048969268798828,0.9460701942443848,5.236875608716218e-07
59,Left,1,0.2816127836704254,0.880515992641449,-0.018502453342080116
59,Left,2,0.33950674533843994,0.7684823274612427,-0.021305222064256668
59,Left,3,0.37613844871520996,0.6899722218513489,-0.025078516453504562
59,Left,4,0.4083660840988159,0.6390051245689392,-0.028227828443050385
59,Left,5,0.2746548056602478,0.6331070065498352,0.004776341840624809
59,Left,6,0.3094775676727295,0.5311743021011353,-0.010367174632847309
59,Left,7,0.3313513994216919,0.4678470492362976,-0.027766812592744827
59,Left,8,0.3482414484024048,0.4162362217903137,-0.04069877415895462
59,Left,9,0.22494763135910034,0.6202937364578247,-0.0016727085458114743
59,Left,10,0.23349012434482574,0.49619564414024353,-0.013171825557947159
59,Left,11,0.23927390575408936,0.41931837797164917,-0.028429940342903137
59,Left,12,0.2414531707763672,0.3557233214378357,-0.039873480796813965
59,Left,13,0.17974476516246796,0.6327241659164429,-0.013005437329411507
59,Left,14,0.18179866671562195,0.5136994123458862,-0.026271134614944458
59,Left,15,0.1864640861749649,0.43923673033714294,-0.03994880989193916
59,Left,16,0.189846009016037,0.3744010329246521,-0.05017993971705437
59,Left,17,0.1358601152896881,0.6683999300003052,-0.027046404778957367
59,Left,18,0.12378960102796555,0.5835850834846497,-0.040703777223825455
59,Left,19,0.11616085469722748,0.5283754467964172,-0.04629245027899742
59,Left,20,0.10980568826198578,0.47544407844543457,-0.04976291209459305
60,Left,0,0.20193514227867126,0.9437410831451416,5.226282269177318e-07
60,Left,1,0.27930739521980286,0.8800433278083801,-0.018161313608288765
60,Left,2,0.3381064832210541,0.7700531482696533,-0.021435655653476715
60,Left,3,0.37532752752304077,0.6932921409606934,-0.025697175413370132
60,Left,4,0.4082013964653015,0.6440885066986084,-0.029505092650651932
60,Left,5,0.2748837172985077,0.6336814165115356,0.002680900041013956
60,Left,6,0.3113475441932678,0.5334610342979431,-0.013265580870211124
60,Left,7,0.3350655734539032,0.47133445739746094,-0.03099173866212368
60,Left,8,0.35335496068000793,0.4211845099925995,-0.044078800827264786
60,Left,9,0.22499798238277435,0.6194967031478882,-0.004081025253981352
60,Left,10,0.23541313409805298,0.49530670046806335,-0.01619649864733219
60,Left,11,0.24250929057598114,0.41870054602622986,-0.03171853348612785
60,Left,12,0.24556107819080353,0.3560885190963745,-0.04343103617429733
60,Left,13,0.17918285727500916,0.631085216999054,-0.015512233600020409
60,Left,14,0.1826949417591095,0.5101317763328552,-0.029582645744085312
60,Left,15,0.18684875965118408,0.43585842847824097,-0.044026583433151245
60,Left,16,0.18945583701133728,0.37213626503944397,-0.054791174829006195
60,Left,17,0.1347307562828064,0.6665510535240173,-0.029433729127049446
60,Left,18,0.12141668796539307,0.5810691118240356,-0.04422815516591072
60,Left,19,0.11270610988140106,0.5258784294128418,-0.05070186406373978
60,Left,20,0.10534302890300751,0.4736182689666748,-0.05472123250365257
61,Left,0,0.20077455043792725,0.9423213005065918,5.301973828863993e-07
61,Left,1,0.2779747545719147,0.8785961866378784,-0.018034711480140686
61,Left,2,0.3374166488647461,0.7705464363098145,-0.02140589989721775
61,Left,3,0.37507712841033936,0.694640040397644,-0.025803884491324425
61,Left,4,0.4085346460342407,0.6462188959121704,-0.02973417192697525
61,Left,5,0.2758266031742096,0.6333135962486267,0.0027849124744534492
61,Left,6,0.3127809762954712,0.5333839654922485,-0.012632541358470917
61,Left,7,0.3367205858230591,0.4714522063732147,-0.029985161498188972
61,Left,8,0.35509777069091797,0.421325147151947,-0.042835783213377
61,Left,9,0.22546055912971497,0.6186473369598389,-0.004019144922494888
61,Left,10,0.23625469207763672,0.4946715831756592,-0.015177021734416485
61,Left,11,0.24381360411643982,0.4186156988143921,-0.030255019664764404
61,Left,12,0.24745292961597443,0.35703974962234497,-0.04183104634284973
61,Left,13,0.1785772740840912,0.6294327974319458,-0.015465310774743557
61,Left,14,0.18231838941574097,0.5091146230697632,-0.028628606349229813
61,Left,15,0.18639186024665833,0.4348815679550171,-0.043074168264865875
61,Left,16,0.18934012949466705,0.3714524209499359,-0.054090335965156555
61,Left,17,0.13265809416770935,0.6642856597900391,-0.029397040605545044
61,Left,18,0.11745907366275787,0.5794005393981934,-0.04364967718720436
61,Left,19,0.1082196831703186,0.5250806212425232,-0.05003521218895912
61,Left,20,0.10120433568954468,0.4738115072250366,-0.054069120436906815
62,Left,0,0.1998566836118698,0.9386641979217529,5.386297061704681e-07
62,Left,1,0.2762821912765503,0.8772333860397339,-0.021183166652917862
62,Left,2,0.3372846245765686,0.7707115411758423,-0.0264113899320364
62,Left,3,0.37682896852493286,0.6941746473312378,-0.032133713364601135
62,Left,4,0.41218921542167664,0.6456446647644043,-0.037361856549978256
62,Left,5,0.27575284242630005,0.6317976117134094,-0.0014582654694095254
62,Left,6,0.3132896423339844,0.5339077711105347,-0.018030701205134392
62,Left,7,0.338314414024353,0.47298234701156616,-0.03616435453295708
62,Left,8,0.35749343037605286,0.4232511818408966,-0.04972651228308678
62,Left,9,0.22568054497241974,0.6167337894439697,-0.007352560758590698
62,Left,10,0.23764212429523468,0.49425020813941956,-0.019595539197325706
62,Left,11,0.246185302734375,0.4187230169773102,-0.03520464524626732
62,Left,12,0.2506285607814789,0.35798344016075134,-0.04735681414604187
62,Left,13,0.1782863438129425,0.6274310350418091,-0.018151963129639626
62,Left,14,0.18300488591194153,0.5069459080696106,-0.033113930374383926
62,Left,15,0.18687660992145538,0.4325604736804962,-0.048816125839948654
62,Left,16,0.18988199532032013,0.36896368861198425,-0.060717180371284485
62,Left,17,0.13123813271522522,0.6627097129821777,-0.03159227594733238
62,Left,18,0.11335228383541107,0.5788509249687195,-0.04824063926935196
62,Left,19,0.10109436511993408,0.5256173610687256,-0.0563066191971302
62,Left,20,0.09139397740364075,0.47486481070518494,-0.06148442625999451
63,Left,0,0.20174063742160797,0.935634970664978,5.495785444509238e-07
63,Left,1,0.277224600315094,0.8741872310638428,-0.021235043182969093
63,Left,2,0.33746686577796936,0.7693416476249695,-0.026482505723834038
63,Left,3,0.37665343284606934,0.6933642029762268,-0.03215645253658295
63,Left,4,0.41168123483657837,0.6446078419685364,-0.03719841316342354
63,Left,5,0.27539947628974915,0.6300114393234253,-0.00089797074906528
63,Left,6,0.31363987922668457,0.5333577394485474,-0.01716729626059532
63,Left,7,0.33935195207595825,0.4728345274925232,-0.035155802965164185
63,Left,8,0.3590364158153534,0.4234796464443207,-0.048494573682546616
63,Left,9,0.2255823314189911,0.6145293712615967,-0.006433193571865559
63,Left,10,0.2383856475353241,0.49296873807907104,-0.01793278194963932
63,Left,11,0.24723900854587555,0.4183974862098694,-0.032847415655851364
63,Left,12,0.2518782615661621,0.35901281237602234,-0.044493310153484344
63,Left,13,0.17827749252319336,0.6248130202293396,-0.016919024288654327
63,Left,14,0.18316034972667694,0.5050939917564392,-0.03112054243683815
63,Left,15,0.18677204847335815,0.4316695034503937,-0.046154268085956573
63,Left,16,0.18956193327903748,0.36931291222572327,-0.05759347230195999
63,Left,17,0.13132168352603912,0.6598773002624512,-0.03009723499417305
63,Left,18,0.11276760697364807,0.5766195058822632,-0.04611113294959068
63,Left,19,0.09993124008178711,0.5235232710838318,-0.05375434085726738
63,Left,20,0.08968472480773926,0.47305500507354736,-0.05858153849840164
64,Left,0,0.2037114053964615,0.9313482046127319,4.806282163372089e-07
64,Left,1,0.27849215269088745,0.8687021732330322,-0.015888752415776253
64,Left,2,0.3317500054836273,0.7616941332817078,-0.017607087269425392
64,Left,3,0.3604801893234253,0.6827320456504822,-0.0204659104347229
64,Left,4,0.3876456916332245,0.6297466158866882,-0.022775869816541672
64,Left,5,0.27691850066185,0.6247972249984741,0.005385996773838997
64,Left,6,0.3094612956047058,0.5268567800521851,-0.008936936035752296
64,Left,7,0.3323712646961212,0.4672418236732483,-0.0254594087600708
64,Left,8,0.34991392493247986,0.4178668260574341,-0.03772837296128273
64,Left,9,0.22771483659744263,0.6104007959365845,-0.001384845352731645
64,Left,10,0.23858346045017242,0.49129003286361694,-0.011214027181267738
64,Left,11,0.24649710953235626,0.4180936813354492,-0.02515789493918419
64,Left,12,0.25055477023124695,0.35755646228790283,-0.03611358255147934
64,Left,13,0.18124477565288544,0.6213297247886658,-0.012696661055088043
64,Left,14,0.18459993600845337,0.5054502487182617,-0.02475876361131668
64,Left,15,0.1885690987110138,0.4335487484931946,-0.03837434947490692
64,Left,16,0.19148147106170654,0.37139609456062317,-0.04901767894625664
64,Left,17,0.13529008626937866,0.6560323238372803,-0.0263436958193779
64,Left,18,0.12110500037670135,0.573267936706543,-0.039878927171230316
64,Left,19,0.11165450513362885,0.5199723243713379,-0.04609864205121994
64,Left,20,0.10339504480361938,0.46936649084091187,-0.05014919862151146
65,Left,0,0.2029346078634262,0.9279965162277222,4.936200639349408e-07
65,Left,1,0.2786462903022766,0.8644742369651794,-0.01643878035247326
65,Left,2,0.33158808946609497,0.7566080093383789,-0.01801639050245285
65,Left,3,0.3622819781303406,0.6773127913475037,-0.02065298706293106
65,Left,4,0.3885590434074402,0.6227799654006958,-0.022667715325951576
65,Left,5,0.2747799754142761,0.6229714155197144,0.005663868505507708
65,Left,6,0.30822867155075073,0.5251679420471191,-0.008782120421528816
65,Left,7,0.3312825560569763,0.46517643332481384,-0.025417286902666092
65,Left,8,0.349270224571228,0.41577938199043274,-0.03760429844260216
65,Left,9,0.22633233666419983,0.6085619926452637,-0.0007287824992090464
65,Left,10,0.23669427633285522,0.4880123436450958,-0.010848895646631718
65,Left,11,0.2450542151927948,0.41314253211021423,-0.024760941043496132
65,Left,12,0.24972642958164215,0.3514899015426636,-0.03529002517461777
65,Left,13,0.18092235922813416,0.6195724606513977,-0.01178020890802145
65,Left,14,0.1837107539176941,0.5033144950866699,-0.024115288630127907
65,Left,15,0.1881159543991089,0.4303021728992462,-0.037631914019584656
65,Left,16,0.1917918175458908,0.36721470952033997,-0.0478329099714756
65,Left,17,0.13685491681098938,0.6538134217262268,-0.025249527767300606
65,Left,18,0.1235494464635849,0.572326123714447,-0.038774121552705765
65,Left,19,0.11476217955350876,0.5185871124267578,-0.044789738953113556
65,Left,20,0.10765722393989563,0.4673519730567932,-0.04851619899272919
66,Left,0,0.202815979719162,0.9252059459686279,4.7388698476424906e-07
66,Left,1,0.2781909108161926,0.8616259694099426,-0.016417859122157097
66,Left,2,0.3302610516548157,0.755361795425415,-0.017709247767925262
66,Left,3,0.3595452308654785,0.6775281429290771,-0.0201689712703228
66,Left,4,0.3854222893714905,0.6236656904220581,-0.021964717656373978
66,Left,5,0.2753271758556366,0.6212989687919617,0.00690601859241724
66,Left,6,0.3068336248397827,0.5230168104171753,-0.007057473063468933
66,Left,7,0.3290473222732544,0.4630853533744812,-0.023594288155436516
66,Left,8,0.3462832570075989,0.4133489429950714,-0.03589698672294617
66,Left,9,0.22686345875263214,0.6067405343055725,0.0007189097814261913
66,Left,10,0.23696258664131165,0.4878968298435211,-0.008854222483932972
66,Left,11,0.2443399429321289,0.4144880473613739,-0.0229942724108696
66,Left,12,0.24806463718414307,0.35396435856819153,-0.03401108458638191
66,Left,13,0.18152236938476562,0.6172196269035339,-0.0101859662681818
66,Left,14,0.18503110110759735,0.502421498298645,-0.021995382383465767
66,Left,15,0.18917517364025116,0.4308042824268341,-0.035618387162685394
66,Left,16,0.19232480227947235,0.36920252442359924,-0.046132802963256836
66,Left,17,0.13709810376167297,0.6507406830787659,-0.02357291430234909
66,Left,18,0.12398822605609894,0.5694758892059326,-0.036694739013910294
66,Left,19,0.11550749838352203,0.5159820914268494,-0.04289328306913376
66,Left,20,0.10852000117301941,0.46513864398002625,-0.046938326209783554
67,Left,0,0.20420634746551514,0.9233182072639465,4.5643002977158176e-07
67,Left,1,0.2794944941997528,0.8597410917282104,-0.015287020243704319
67,Left,2,0.33101117610931396,0.7533148527145386,-0.0159895159304142
67,Left,3,0.3594621419906616,0.6747032403945923,-0.018063582479953766
67,Left,4,0.3837845027446747,0.6191554665565491,-0.019595034420490265
67,Left,5,0.27450689673423767,0.6203111410140991,0.007963891141116619
67,Left,6,0.3053687512874603,0.5223158001899719,-0.005490104202181101
67,Left,7,0.3271684944629669,0.46292972564697266,-0.021648824214935303
67,Left,8,0.3440183401107788,0.41334986686706543,-0.03373705595731735
67,Left,9,0.22727082669734955,0.6064531803131104,0.0014092850033193827
67,Left,10,0.23711466789245605,0.4882846772670746,-0.007780791725963354
67,Left,11,0.24431240558624268,0.41551709175109863,-0.02160528674721718
67,Left,12,0.24774359166622162,0.355476975440979,-0.032425086945295334
67,Left,13,0.18276306986808777,0.6170589923858643,-0.009786098264157772
67,Left,14,0.18634659051895142,0.5025507211685181,-0.021424736827611923
67,Left,15,0.1907956749200821,0.43131202459335327,-0.03490721434354782
67,Left,16,0.19408082962036133,0.36984407901763916,-0.04534164443612099
67,Left,17,0.13906297087669373,0.6505060791969299,-0.02334389090538025
67,Left,18,0.12619814276695251,0.5697740316390991,-0.03661599010229111
67,Left,19,0.1177225112915039,0.51658695936203,-0.04294038936495781
67,Left,20,0.1104290634393692,0.4661876857280731,-0.047048550099134445
68,Left,0,0.20420660078525543,0.9230095148086548,4.5871129827901314e-07
68,Left,1,0.278919517993927,0.8599622249603271,-0.015515356324613094
68,Left,2,0.330238401889801,0.7532275319099426,-0.016299787908792496
68,Left,3,0.35817790031433105,0.6744856238365173,-0.018275292590260506
68,Left,4,0.38254213333129883,0.6191619038581848,-0.019596345722675323
68,Left,5,0.27442753314971924,0.6205620765686035,0.007800493389368057
68,Left,6,0.3052777945995331,0.521804690361023,-0.005394238047301769
68,Left,7,0.32645148038864136,0.46240511536598206,-0.021151293069124222
68,Left,8,0.3427087962627411,0.41333073377609253,-0.03290259465575218
68,Left,9,0.22700870037078857,0.6064789891242981,0.0015437458641827106
68,Left,10,0.2368178367614746,0.4880061149597168,-0.0076722437515854836
68,Left,11,0.24358820915222168,0.41437920928001404,-0.02149241976439953
68,Left,12,0.24667425453662872,0.35390034317970276,-0.03211786225438118
68,Left,13,0.1826232522726059,0.616754949092865,-0.009285970591008663
68,Left,14,0.18603037297725677,0.5022323727607727,-0.020768461748957634
68,Left,15,0.19064880907535553,0.43091654777526855,-0.03413776308298111
68,Left,16,0.194313183426857,0.36974963545799255,-0.04440551623702049
68,Left,17,0.13934022188186646,0.6498207449913025,-0.022452110424637794
68,Left,18,0.12659698724746704,0.5697607398033142,-0.0353444404900074
68,Left,19,0.1186618059873581,0.5169411301612854,-0.041378289461135864
68,Left,20,0.11228309571743011,0.466996431350708,-0.045212045311927795
69,Left,0,0.2053074985742569,0.923014223575592,4.4714352043229155e-07
69,Left,1,0.2801459729671478,0.8590215444564819,-0.015225175768136978
69,Left,2,0.3308292031288147,0.7516418695449829,-0.015350949950516224
69,Left,3,0.35845479369163513,0.672871470451355,-0.01678578369319439
69,Left,4,0.38145649433135986,0.6169649958610535,-0.017473092302680016
69,Left,5,0.275115042924881,0.6202016472816467,0.009341911412775517
69,Left,6,0.3046680688858032,0.5215188264846802,-0.003366500372067094
69,Left,7,0.32538294792175293,0.46219801902770996,-0.019055213779211044
69,Left,8,0.34152308106422424,0.41276583075523376,-0.030864659696817398
69,Left,9,0.22813603281974792,0.6062067151069641,0.003169798292219639
69,Left,10,0.23729784786701202,0.4886011481285095,-0.005663150921463966
69,Left,11,0.24373117089271545,0.41555851697921753,-0.019534176215529442
69,Left,12,0.24652522802352905,0.35521408915519714,-0.030241962522268295
69,Left,13,0.1841798722743988,0.6164347529411316,-0.007636453956365585
69,Left,14,0.18764086067676544,0.5025922060012817,-0.018860261887311935
69,Left,15,0.19161507487297058,0.4317588806152344,-0.032361190766096115
69,Left,16,0.19439491629600525,0.37058520317077637,-0.04272659122943878
69,Left,17,0.14149659872055054,0.6491588950157166,-0.020822547376155853
69,Left,18,0.12930455803871155,0.5694710612297058,-0.03361336514353752
69,Left,19,0.12083843350410461,0.5170801877975464,-0.03982831910252571
69,Left,20,0.11351221799850464,0.467643678188324,-0.04379715770483017
70,Left,0,0.8564252853393555,1.016042709350586,1.7223621284756518e-07
70,Left,1,0.7834510207176208,0.9815527200698853,-0.020887447521090508
70,Left,2,0.7330062985420227,0.9159895777702332,-0.03691231086850166
70,Left,3,0.7119519710540771,0.8446091413497925,-0.049843158572912216
70,Left,4,0.706623911857605,0.7824239134788513,-0.06095465272665024
70,Left,5,0.7899252772331238,0.7962182760238647,-0.027919495478272438
70,Left,6,0.7907087802886963,0.6898859143257141,-0.04510634392499924
70,Left,7,0.78611820936203,0.6345261335372925,-0.05831584334373474
70,Left,8,0.7791451811790466,0.6042376756668091,-0.06534186005592346
70,Left,9,0.8433077931404114,0.7900164127349854,-0.02853250876069069
70,Left,10,0.8410512804985046,0.6809847950935364,-0.03817053884267807
70,Left,11,0.8318440914154053,0.6278544068336487,-0.04457246512174606
70,Left,12,0.8199312090873718,0.603573203086853,-0.04828718304634094
70,Left,13,0.8899471163749695,0.8002808690071106,-0.031047454103827477
70,Left,14,0.8860037326812744,0.6952285170555115,-0.03948747366666794
70,Left,15,0.8772473931312561,0.6416859030723572,-0.040286727249622345
70,Left,16,0.8671170473098755,0.6128330230712891,-0.03965681418776512
70,Left,17,0.9301071166992188,0.8218104839324951,-0.035287272185087204
70,Left,18,0.9250224232673645,0.7361839413642883,-0.04452969878911972
70,Left,19,0.9155092835426331,0.6875457167625427,-0.04310757294297218
